,surface,tourney_level,second_id,second_hand,second_ht,second_age,first_id,first_hand,first_ht,first_age,best_of,round,second_rank,second_rank_points,first_rank,first_rank_points,tourney_year,label
7888,3.0,0.0,111575.0,1.0,198.0,25.1,106043.0,1.0,170.0,28.9,3.0,5.0,25.0,2235.0,13.0,3060.0,2021.0,0.0
57736,3.0,0.0,105676.0,1.0,180.0,25.1,104607.0,1.0,196.0,30.4,3.0,3.0,17.0,1970.0,8.0,3990.0,2016.0,1.0
42401,3.0,3.0,104745.0,0.0,185.0,27.2,103990.0,1.0,180.0,31.3,5.0,3.0,2.0,8860.0,22.0,1620.0,2013.0,0.0
67484,2.0,3.0,111575.0,1.0,198.0,25.1,133430.0,0.0,185.0,22.2,5.0,3.0,29.0,1965.0,12.0,2915.0,2021.0,1.0
6187,1.0,0.0,106233.0,1.0,185.0,23.4,105077.0,0.0,188.0,29.0,3.0,9.0,8.0,3375.0,25.0,1400.0,2017.0,0.0
118719,3.0,0.0,105777.0,1.0,188.0,23.3,104925.0,1.0,188.0,27.3,3.0,3.0,10.0,3710.0,1.0,12150.0,2014.0,1.0
82337,3.0,0.0,200000.0,1.0,193.0,22.2,207989.0,1.0,185.0,19.4,3.0,9.0,9.0,3315.0,1.0,6730.0,2022.0,0.0
151188,1.0,4.0,104745.0,0.0,185.0,31.9,106000.0,1.0,172.0,25.9,3.0,6.0,2.0,7950.0,31.0,1415.0,2018.0,0.0
111871,3.0,2.0,104925.0,1.0,188.0,29.4,105676.0,1.0,180.0,25.9,3.0,8.0,2.0,10780.0,11.0,2780.0,2016.0,0.0
117118,3.0,4.0,126094.0,1.0,188.0,23.8,104792.0,1.0,193.0,34.9,3.0,5.0,7.0,6005.0,22.0,2423.0,2021.0,0.0
188905,1.0,4.0,104745.0,0.0,185.0,26.9,103970.0,1.0,175.0,31.1,3.0,3.0,5.0,6895.0,4.0,6920.0,2013.0,0.0
16415,3.0,3.0,126610.0,1.0,196.0,26.3,134770.0,1.0,183.0,23.6,5.0,3.0,14.0,2360.0,7.0,4695.0,2022.0,1.0
28887,3.0,4.0,105777.0,1.0,188.0,26.4,104755.0,1.0,185.0,31.3,3.0,6.0,8.0,3650.0,30.0,1420.0,2017.0,0.0
81768,1.0,4.0,104745.0,0.0,185.0,32.8,105777.0,1.0,188.0,27.9,3.0,5.0,2.0,8725.0,28.0,1300.0,2019.0,0.0
178523,3.0,4.0,104918.0,1.0,190.0,27.8,104607.0,1.0,196.0,29.5,3.0,9.0,4.0,5695.0,9.0,4510.0,2015.0,0.0
97770,3.0,4.0,105777.0,1.0,188.0,25.8,106058.0,1.0,185.0,24.4,3.0,6.0,13.0,2925.0,18.0,2060.0,2017.0,1.0
76902,1.0,4.0,104745.0,0.0,185.0,35.9,207989.0,1.0,185.0,18.9,3.0,3.0,4.0,6435.0,9.0,3818.0,2022.0,1.0
116679,1.0,4.0,105807.0,1.0,188.0,30.8,111575.0,1.0,198.0,25.9,3.0,6.0,18.0,2135.0,24.0,1620.0,2022.0,1.0
98104,3.0,4.0,105453.0,1.0,178.0,26.5,104925.0,1.0,188.0,29.1,3.0,2.0,6.0,4290.0,1.0,15040.0,2016.0,1.0
126340,1.0,0.0,105138.0,1.0,183.0,29.2,104926.0,1.0,178.0,30.1,3.0,9.0,18.0,2245.0,31.0,1270.0,2017.0,1.0
121534,3.0,0.0,104471.0,1.0,183.0,28.7,104269.0,0.0,188.0,29.9,3.0,6.0,29.0,1295.0,32.0,1200.0,2013.0,1.0
158241,2.0,3.0,126094.0,1.0,188.0,23.6,104926.0,1.0,178.0,34.0,5.0,6.0,7.0,6120.0,31.0,1868.0,2021.0,0.0
16814,3.0,0.0,104755.0,1.0,185.0,28.5,104607.0,1.0,196.0,29.3,3.0,3.0,26.0,1350.0,7.0,4600.0,2015.0,1.0
116571,3.0,3.0,134770.0,1.0,183.0,23.6,207989.0,1.0,185.0,19.3,5.0,2.0,7.0,4695.0,4.0,5100.0,2022.0,1.0
161660,2.0,3.0,105227.0,1.0,198.0,28.7,105023.0,1.0,198.0,29.7,5.0,9.0,6.0,4235.0,28.0,1495.0,2017.0,0.0
99858,3.0,1.0,105023.0,1.0,198.0,29.4,106401.0,1.0,193.0,21.9,5.0,8.0,25.0,1480.0,16.0,2425.0,2017.0,1.0
19371,3.0,4.0,104792.0,1.0,193.0,27.5,104926.0,1.0,178.0,26.7,3.0,6.0,25.0,1475.0,14.0,2230.0,2014.0,1.0
50038,3.0,4.0,126203.0,1.0,193.0,25.0,200221.0,1.0,183.0,23.4,3.0,7.0,11.0,3090.0,32.0,1300.0,2022.0,0.0
43882,1.0,0.0,104259.0,1.0,178.0,31.5,103970.0,1.0,175.0,33.0,3.0,3.0,25.0,1395.0,8.0,4490.0,2015.0,1.0
43396,3.0,0.0,106058.0,1.0,185.0,23.0,104607.0,1.0,196.0,30.0,3.0,2.0,32.0,1210.0,5.0,4840.0,2015.0,1.0
112238,3.0,4.0,105777.0,1.0,188.0,26.2,104545.0,1.0,206.0,32.3,3.0,9.0,11.0,3070.0,19.0,2110.0,2017.0,0.0
17989,3.0,0.0,104792.0,1.0,193.0,28.4,105138.0,1.0,183.0,26.8,3.0,9.0,21.0,1635.0,16.0,1975.0,2015.0,0.0
68215,1.0,4.0,105311.0,1.0,185.0,27.1,106233.0,1.0,185.0,22.6,3.0,6.0,30.0,1300.0,15.0,2340.0,2016.0,1.0
61255,3.0,0.0,104468.0,1.0,183.0,28.7,104607.0,1.0,196.0,28.0,3.0,9.0,14.0,2155.0,6.0,4460.0,2013.0,1.0
44921,3.0,4.0,105138.0,1.0,183.0,28.4,106071.0,1.0,193.0,23.9,3.0,7.0,19.0,1950.0,23.0,1680.0,2016.0,0.0
116530,3.0,4.0,104527.0,1.0,183.0,35.6,100644.0,1.0,198.0,23.5,3.0,3.0,20.0,2230.0,7.0,5015.0,2020.0,1.0
105742,3.0,0.0,128034.0,1.0,196.0,25.6,126207.0,1.0,188.0,24.7,3.0,6.0,11.0,3130.0,17.0,2240.0,2022.0,0.0
161548,1.0,1.0,104542.0,1.0,188.0,29.3,104586.0,1.0,196.0,29.1,5.0,8.0,12.0,3100.0,27.0,1290.0,2014.0,0.0
29569,3.0,2.0,103819.0,1.0,185.0,34.2,104925.0,1.0,188.0,28.4,3.0,2.0,3.0,7340.0,1.0,15285.0,2015.0,1.0
196317,1.0,1.0,104338.0,1.0,185.0,29.0,104468.0,1.0,183.0,28.2,5.0,8.0,19.0,1835.0,13.0,2390.0,2013.0,0.0
148451,1.0,4.0,104745.0,0.0,185.0,29.8,106233.0,1.0,185.0,22.6,3.0,5.0,5.0,4955.0,14.0,2420.0,2016.0,0.0
166871,3.0,3.0,103990.0,1.0,180.0,31.3,103819.0,1.0,185.0,32.0,5.0,5.0,22.0,1620.0,7.0,4695.0,2013.0,0.0
144785,3.0,0.0,100644.0,1.0,198.0,24.7,126203.0,1.0,193.0,24.1,3.0,8.0,3.0,7840.0,23.0,2050.0,2022.0,0.0
152054,1.0,4.0,104468.0,1.0,183.0,31.2,105777.0,1.0,188.0,24.9,3.0,6.0,18.0,1900.0,26.0,1430.0,2016.0,0.0
16666,1.0,4.0,122298.0,1.0,188.0,26.5,134770.0,1.0,183.0,23.3,3.0,6.0,32.0,1319.0,10.0,3760.0,2022.0,1.0
46942,3.0,2.0,105777.0,1.0,188.0,26.4,106058.0,1.0,185.0,25.1,3.0,9.0,6.0,3650.0,9.0,2765.0,2017.0,0.0
